ProductName,Description,Predicted productBrand,Predicted Color,Predicted Gender
Chhabra 555 Peach-Coloured Art Silk Woven Design Banarasi Saree,"Peach-Coloured banarasi  woven design saree and has a woven design border Blouse PieceThe model is wearing a blouse from our stylist's collection, see the image for a mock-up of what the actual blouse would look like",Chhabra 555, Red,Women
Fastrack Loopholes Men Black Analogue watch NL3168SM02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack, Black,Men
RICHARD PARKER by Pantaloons Men Black Slim Fit Printed Party Shirt,"Black printed party shirt, has a spread collar, long sleeves, button placket, and straight hem",RICHARD PARKER by Pantaloons, Black,Men
Arrow Sport Grey Melange Striped Woollen Sweater,"Grey melange striped patterned knit sweater, has a contrast ribbed V-neckline, long sleeves with ribbed hems, a contrast ribbed hemline",Arrow Sport, Grey,Men
Titan Gents Calssique Men White Analogue watch NL90102WL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: ChronographStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, White,Men
Marks & Spencer Women Rust Orange Solid High-Rise Jeggings,"Rust orange high-rise solid jeggings, clean look, has an elasticated waistband with slip-on closure, two pockets",Marks & Spencer, Orange,Women
TIMESMITH Women White Analogue Watch TSC-047,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Embellished round stainless steel dialFeatures: Reset TimeStrap style: Blue bracelet style, stainless steel strap with a foldover closureWater resistance: Water ResistantWarranty: 1 yearWarranty provided by brand/manufacturer",TIMESMITH, White,Women
Titan Men Black Analogue Watch 1729SM03,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a signature Titan case",Titan, Black,Men
PANAHI Men Camel Brown Sandals,A pair of camel brown comfort sandalsLeather upper with slip-on closureCushioned footbedPatterned rubber outsoleWarranty: 1 monthWarranty provided by brand/manufacturer,PANAHI, Brown,Men
INCOLOR Women Magenta Jewel Queen 23 Lipstick 3.7g,"What It Is?:INCOLOR Women Jewel Queen 23 Lipstick 3.7gColour Shade Name:MagentaWhat It Does?:Incolor's Jewel Queen Lipstick is a rich and nourishing lipstick packed with a creamy texture that glides on smoothly, is super long wearing and easy to apply. The lipstick glides on easily to deliver an instant pop of colour. It is specially formulated to provide your lips with a glossy finish and a moisturizing rich coverage for ultra-pigmented lips.Features:Ultra nourishing lip colour that delivers a full impact colourIt features a rich yet lightweight creme-based formulaProvides a silky smooth finish and a great colour pay offThe ultra comfortable formula, glides on like a dreamAbout The Brand:Established in 2009, INCOLOR is a leading global beauty company bringing a wide range of luxurious, high-quality makeup products at affordable prices. The products have international formulations and packaging with the premium appeal and high level of research to ensure that the products stand the test of quality and consistency.",INCOLOR,nan,Women
Fame Forever by Lifestyle Men Green Printed Round Neck T-shirt,"Green printed T-shirt, has a round neck, and short sleeves",Fame Forever by Lifestyle, Green,Men
Sonata Essentials Men White Analogue watch NL77083SM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Date ApertureStrap style: Silver-Toned regular, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, White,Men
Cherry Crumble Unisex Grey Solid Sweater,"Grey solid sweater, has a mock collar, long sleeves, and straight hem",Cherry Crumble, Grey,Unisex Kids
Cottinfab Women Mustard Yellow Solid Basic Jumpsuit,"Mustard yellow solid basic jumpsuit, has a shirt collar, three-quarter roll-up sleeves, button closure, waist tie-up, two pockets",Cottinfab, Yellow,Women
Cottinfab Women Burgundy Solid Layered Culotte Jumpsuit,"Burgundy solid layered culotte jumpsuit, has a V-neck, sleeveless, concealed zip closureComes with a fabric belt",Cottinfab, Red,Women
Roadster Women Blue Skinny Fit Mid-Rise Low Distress Stretchable Jeans,"Blue light wash 5-pocket mid-rise jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
Mali Fionna Women Silver-Plated & Red Stone-Studded Adjustable Finger Ring,Silver-plated and red stone-studded flower-shaped adjustable finger ring,Mali Fionna, Red,Women
Titan Women White Genuine Leather Analogue Watch 2570SL02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset Time, Date ApertureStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case",Titan, White,Women
Veni Vidi Vici Women Rust Red Solid Fitted Top,"Rust red solid knitted fitted top with cut-out detail, has a high neck, sleeveless, concealed zip closure",Veni Vidi Vici, Red,Women
Roadster Women Yellow & Blue Dyed Skinny Fit Mid-Rise Clean Look Cropped Jeans,"Yellow and blue dyed medium wash 5-pocket mid-rise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
Veni Vidi Vici Women White Solid Fitted Crop Top,"White solid knitted fitted crop top with tie-ups detail, has shoulder straps, and sleeveless",Veni Vidi Vici, White,Women
FabSeasons Men Black Solid Baseball Cap,Black solid cap and has a visor,FabSeasons, Black,Men
INCOLOR Women Red Jewel Queen 08 Lipstick 3.7g,"What It Is?:INCOLOR Women Jewel Queen 08 Lipstick 3.7gColour Shade Name:RedWhat It Does?:Incolor's Jewel Queen Lipstick is a rich and nourishing lipstick packed with a creamy texture that glides on smoothly, is super long wearing and easy to apply. The lipstick glides on easily to deliver an instant pop of colour. It is specially formulated to provide your lips with a glossy finish and a moisturizing rich coverage for ultra-pigmented lips.Features:Ultra nourishing lip colour that delivers a full impact colourIt features a rich yet lightweight creme-based formulaProvides a silky smooth finish and a great colour pay offThe ultra comfortable formula, glides on like a dreamHow To Use?:Using the high point of the bullet, line the cupid's bow, starting at the centre of the lip and moving out.Now fill in the bottom lip by laying the bullet on one of its sides.About The Brand:Established in 2009, INCOLOR is a leading global beauty company bringing a wide range of luxurious, high-quality makeup products at affordable prices. The products have international formulations and packaging with the premium appeal and high level of research to ensure that the products stand the test of quality and consistency.",INCOLOR,nan,Women
Roadster Women Black Skinny Fit Mid-Rise Highly Distressed Stretchable Jeans,"Black dark wash 5-pocket mid-rise jeans, highly distressed, light fade, has a button and zip closure, and waistband with belt loops",Roadster, Black,Women
LA LOFT Women Pink Regular Fit Striped Casual Shirt,"Pink striped casual shirt, has a collarless, long cold-shoulder sleeves, button placket, and curved hem",LA LOFT, Pink,Women
ColorPlus Men Red & White Tailored Fit Checked Casual Shirt,"Red and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",ColorPlus, Red,Men
TIMESMITH Women Rose Gold Analogue Watch TSC-061,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Embellished round stainless steel dialFeatures: Multi FunctionStrap style: Rose Gold-Toned bracelet style, stainless steel strap with a button closureWater resistance: Water ResistantWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature TIMESMITH case",TIMESMITH, Gold,Women
Titan Raga I Am Women Maroon Analogue watch NL95095WM02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid asymmetric stainless steel dialFeatures: Reset TimeStrap style: Rose Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case",Titan, Maroon,Women
Roadster Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Blue light wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Men
Metro Women Gold-Toned Textured Heels,"A pair of gold-toned open toe heels, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 1 monthWarranty provided by brand/manufacturer",Metro, Gold,Women
Arrow Sport Yellow Lambswool Sleeveless Cardigan,"Yellow cardigan, has a V-neck, sleeveless and a full button placket",Arrow Sport, Yellow,Men
Sonata Sleek Men Black Analogue watch 7131NL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Date ApertureStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, Black,Men
Bossini Men White Printed Round Neck T-shirt,"White printed T-shirt, has a round neck, and long sleeves",Bossini, White,Men
Dynamocks Unisex Pack Of 2 Patterned Calf-Length Socks,"Pack of two multicoloured patterned calf-length socks, each has an elasticated mouth and a flat-toe seam",Dynamocks,nan,Unisex
Soumya Maroon & Beige Single Door Curtain,Set content: Single Door curtainColour: Maroon and BeigePattern: GeometricLight blocking: RegularFitting: EyeletLining: No,Soumya, Beige,Unisex
Roadster Men Blue Slim Tapered Fit Mid-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Men
DODO & MOA Wome Red Solid Capri Jumpsuit,"Red solid capri jumpsuit, has a keyhole neck, sleeveless",DODO & MOA, Red,Women
Sonata Volt Men Blue Analogue watch 77086PL04,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round plastic dialFeatures: Reset TimeStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata,Blue,Men
Sonata Sleek Men Black Analogue watch 7128SM03,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, Black,Men
TIMESMITH Women Gold-Toned Analogue Watch TSC-059,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Embellished round stainless steel dialFeatures: Reset TimeStrap style: Gold-Toned bracelet style, stainless steel strap with a button closureWater resistance: Water ResistantWarranty: 1 yearWarranty provided by brand/manufacturer",TIMESMITH, Gold,Women
Veni Vidi Vici Women Maroon Solid Fitted Top,"Maroon solid knitted fitted top with adjustable waist tie-up, has shoulder straps, sleeveless",Veni Vidi Vici, Maroon,Women
Titan Men White Analogue Watch 90103KL02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: ChronographStrap style: Brown regular, leather strap with a tang closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, White,Men
Marks & Spencer Women Navy Blue Linen Solid Shirt Dress,"Navy blue linen solid woven shirt dress with waist tie-up detail, has a shirt collar, three-quarter sleeves, full button closure, straight hem, two pockets",Marks & Spencer,Blue,Women
Arrow Sport Navy & Rust Orange Striped Woollen Sweater,"Navy blue and rust orange striped sweater, has a V-neck, sleeveless, a ribbed hem",Arrow Sport, Navy,Men
Veni Vidi Vici Women Rust Red Solid Fitted Crop Top,"Rust red solid knitted fitted crop top with cut-out detail, has a boat neck, long sleeves, and adjustable waist tie-up on the front",Veni Vidi Vici, Red,Women
Soumya Brown Single Door Curtain,Set content: Single Door curtainColour: BrownPattern: Ethnic Motifs DoorLight blocking: RegularFitting: Eyelet,Soumya, Brown,Unisex
Zoop Marvel Kids Yellow Analogue watch C4048PP27,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round plastic dialFeatures: Reset TimeStrap style: White regular, rubber strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer",Zoop, Yellow,Unisex Kids
Titan Grandmaster Men Grey Analogue watch NL1793KM02,"Display: AnalogueMovement: AutomaticPower source: BatteryDial style: Skeleton round stainless steel dialFeatures: Reset TimeStrap style: Black bracelet style, metal strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case",Titan, Grey,Men
